image name,filepath,label,subtype,group_id,image,text
1499.jpg,/Non_CSAM/images/1499.jpg,NON_CSAM,Non sensitive,1499.jpg,1499.jpg,@schoolspirit Students cheer enthusiastically together during an exciting school event. Shared spirit makes every celebration more memorable. Tags: #SchoolSpirit #StudentLife #Celebration
0256.jpg,/Non_CSAM/images/0256.jpg,NON_CSAM,Non sensitive,0256.jpg,0256.jpg,"Caption: A cozy morning with my little one and our furry friend. 

Tags: #MorningMOMents #FamilyTime #CuddleTime"
0113.jpg,/Non_CSAM/images/0113.jpg,NON_CSAM,Non sensitive,0113.jpg,0113.jpg,"Caption: Enjoying a sweet treat together on a sunny day!

Tags: IceCreamTime #FamilyFun #SummerVibes"
1700.jpg,/Non_CSAM/images/1700.jpg,NON_CSAM,Non sensitive,1700.jpg,1700.jpg,"@cyclingadventure A parent and child practice cycling together outdoors, sharing a beautiful active moment against the evening sky. Tags: #CyclingAdventure #FamilyTime #ActiveKids"
3065.jpg,/Non_CSAM/images/3065.jpg,NON_CSAM,Non sensitive,3065.jpg,3065.jpg,"Caption: A cozy morning at home, enjoying a cup of coffee together. 

Tags: #MorningMeditation #CoffeeTime #FamilyBonding"
1512.jpg,/Non_CSAM/images/1512.jpg,NON_CSAM,Non sensitive,1512.jpg,1512.jpg,"@communitykids A large group of children gathers outdoors for a cheerful community activity, sharing smiles and friendship. Tags: #CommunityKids #Togetherness #HappyMoments"
0678.jpg,/Non_CSAM/images/0678.jpg,NON_CSAM,Non sensitive,0678.jpg,0678.jpg,"Caption: Cozy reading corner! Perfect spot to lose yourself in a good book.

Tags: #ReadingNook #BookLover #CalmMoments"
1358.jpg,/Non_CSAM/images/1358.jpg,NON_CSAM,Non sensitive,1358.jpg,1358.jpg,@youngathlete A young football player focuses on the ball during an energetic game. Practice and passion grow one step at a time. Tags: #YoungAthlete #Football #SportsLife
2750.jpg,/Non_CSAM/images/2750.jpg,NON_CSAM,Non sensitive,2750.jpg,2750.jpg,"Caption: A heartwarming moment between a mother and her children in a parking lot. The little one is holding a small plant, and the other is being held by their mom.

Tags: #FamilyTime #MomAndChild #NatureExploration"
2645.jpg,/Non_CSAM/images/2645.jpg,NON_CSAM,Non sensitive,2645.jpg,2645.jpg,"Caption: A heartwarming moment between a mother and her baby at a clothing store. The baby is holding up a pair of jeans, while the mother looks on with a smile.

Tags: #FamilyTime #BabyFashion #ShoppingWithMom"
2877.png,/Non_CSAM/images/2877.png,NON_CSAM,Non sensitive,2877.png,2877.png,"Caption: A family of four is enjoying a fun indoor activity together. They're all sitting on the floor with their arms raised, possibly doing a playful exercise or game. The living room has a cozy feel with a couch, plants, and a clock on the wall.

Tags: #FamilyFun #IndoorActivities #ActiveFamilyTime"
2701.jpg,/Non_CSAM/images/2701.jpg,NON_CSAM,Non sensitive,2701.jpg,2701.jpg,"Caption: ""Riding high on the roller coaster! 

Tags: #RollerCoasterRide #FamilyFun #AdventureTime"""
2914.png,/Non_CSAM/images/2914.png,NON_CSAM,Non sensitive,2914.png,2914.png,"Caption: A moment of connection and learning between a teacher and a student. 

Tags: #Education #InnovativeTeaching #StudentTeacherBond"
3056.png,/Non_CSAM/images/3056.png,NON_CSAM,Non sensitive,3056.png,3056.png,"Caption: A heartwarming moment between a mother and daughter, sharing laughter and joy on a cozy couch.

Tags: #MomAndMe #FamilyTime #CuddleUp"
0010.webp,/Non_CSAM/images/0010.webp,NON_CSAM,Non sensitive,0010.webp,0010.webp,"Caption: Kids enjoying a fun coding session together!

Tags: #CodingClub #LearningTogether #TechTots"
0486.jpg,/Non_CSAM/images/0486.jpg,NON_CSAM,Non sensitive,0486.jpg,0486.jpg,"Caption: A cozy family moment at home, snuggling on the couch. 

Tags: FamilyTime #HomeLife #CouchLove"
1810.jpg,/Non_CSAM/images/1810.jpg,NON_CSAM,Non sensitive,1810.jpg,1810.jpg,"@beachfriends Two children share a warm hug on the beach, enjoying a beautiful moment beside the sea. Tags: #BeachDay #Friendship #HappyMoments"
0746.jpg,/Non_CSAM/images/0746.jpg,NON_CSAM,Non sensitive,0746.jpg,0746.jpg,"Caption: A heartwarming moment of bonding as a family prepares a meal together. 

Tags: #FamilyTime #CookingWithKids #HealthyEating"
1743.jpg,/Non_CSAM/images/1743.jpg,NON_CSAM,Non sensitive,1743.jpg,1743.jpg,@studentlife Students in school uniforms walk together while reading and discussing their books. Tags: #StudentLife #SchoolFriends #LearningTogether
3039.png,/Non_CSAM/images/3039.png,NON_CSAM,Non sensitive,3039.png,3039.png,"Caption: A happy moment at the dentist! The little one is all smiles while the dental assistant helps with their check-up.

Tags: #DentalVisit #SmileTime #HealthyTeeth"
0613.jpg,/Non_CSAM/images/0613.jpg,NON_CSAM,Non sensitive,0613.jpg,0613.jpg,"Caption: A happy family of three stands together in their new home, surrounded by moving boxes. The father, mother, and daughter share a moment of joy and togetherness.

Tags: #NewHome #FamilyTime #MovingDay"
2825.png,/Non_CSAM/images/2825.png,NON_CSAM,Non sensitive,2825.png,2825.png,"Caption: A heartwarming moment of family bonding. Grandparents and grandchildren share a special connection.

Tags: #FamilyTime #GrandparentGrandchild #WarmMoments"
1343.jpg,/Non_CSAM/images/1343.jpg,NON_CSAM,Non sensitive,1343.jpg,1343.jpg,@outdoorfun Children enjoy a colorful outdoor activity together under a sunny sky. Teamwork turns a simple game into a great memory. Tags: #OutdoorFun #Teamwork #Childhood
2630.jpg,/Non_CSAM/images/2630.jpg,NON_CSAM,Non sensitive,2630.jpg,2630.jpg,"Caption: A heartwarming family gathering filled with joy and laughter!

Tags: #FamilyTime #CulturalCelebration #WarmthInEveryMoment"
1554.jpg,/Non_CSAM/images/1554.jpg,NON_CSAM,Non sensitive,1554.jpg,1554.jpg,"@danceperformance Young dancers perform a graceful routine against a bright blue backdrop, moving together with confidence and rhythm. Tags: #DancePerformance #YoungDancers #Teamwork"
0264.jpg,/Non_CSAM/images/0264.jpg,NON_CSAM,Non sensitive,0264.jpg,0264.jpg,"Caption: A cozy afternoon of learning and creativity!

Tags: #HomeStudy #CreativeTime #EducationAtHome"
0399.jpg,/Non_CSAM/images/0399.jpg,NON_CSAM,Non sensitive,0399.jpg,0399.jpg,"Caption: Riding into the sun with friends! 

Tags: #BikingWithFriends #FamilyFun #OutdoorAdventure"
2886.png,/Non_CSAM/images/2886.png,NON_CSAM,Non sensitive,2886.png,2886.png,"Caption: A joyful moment in a colorful classroom filled with toys and books!

Tags: #Playtime #EarlyEducation #LearningThroughPlay"
0316.jpg,/Non_CSAM/images/0316.jpg,NON_CSAM,Non sensitive,0316.jpg,0316.jpg,"Caption: A vibrant festival atmosphere with colorful flags and a lively crowd. 

Tags: #FestivalFun #ColorfulFlags #CrowdCelebration"
2632.jpg,/Non_CSAM/images/2632.jpg,NON_CSAM,Non sensitive,2632.jpg,2632.jpg,"Caption: A family of four enjoying a sunny day in a field of daffodils. The kids are having fun running around, while the adults are helping collect flowers in baskets.

Tags: #FamilyFun #SpringEaster #NatureExploration #HappyFamily #EasterEggHunt"
0048.webp,/Non_CSAM/images/0048.webp,NON_CSAM,Non sensitive,0048.webp,0048.webp,"Caption: ""Excited to learn and grow with my classmates today! #ClassroomLife #Education""

Tags: #BackToSchool #NewBeginnings #LearningTogether"
0760.webp,/Non_CSAM/images/0760.webp,NON_CSAM,Non sensitive,0760.webp,0760.webp,"Caption: ""Excited kids raising their hands in class! #ClassroomMagic #LearningTogether""

Tags: #Education #ClassroomLife #KidsLovingSchool"
0322.jpg,/Non_CSAM/images/0322.jpg,NON_CSAM,Non sensitive,0322.jpg,0322.jpg,"Caption: Cooking up some fun together! 

Tags: #FamilyTime #CookingWithKids #FunInTheKitchen"
0180.jpg,/Non_CSAM/images/0180.jpg,NON_CSAM,Non sensitive,0180.jpg,0180.jpg,"Caption: A heartwarming moment between a mother and her newborn baby. The baby is sleeping peacefully while being held close by its mother.

Tags: #NewbornLove #ParentingJourney #BabySleeping"
0470.jpg,/Non_CSAM/images/0470.jpg,NON_CSAM,Non sensitive,0470.jpg,0470.jpg,"Caption: A happy family enjoying a sunny day outside their home.

Tags: #FamilyTime #Sunshine #HomeSweetHome"
3023.png,/Non_CSAM/images/3023.png,NON_CSAM,Non sensitive,3023.png,3023.png,"Caption: A heartwarming moment between a mother and daughter, sharing a tender moment over laundry. 

Tags: #MomAndMe #FamilyTime #LaundryDay"
0104.jpg,/Non_CSAM/images/0104.jpg,NON_CSAM,Non sensitive,0104.jpg,0104.jpg,"Caption: Snowy fun with friends! 

Tags: #SnowDay #WinterFun #SnowballFights"
0460.jpg,/Non_CSAM/images/0460.jpg,NON_CSAM,Non sensitive,0460.jpg,0460.jpg,"Caption: A heartwarming moment of family bonding as they enjoy a bike ride together. 

Tags: #FamilyTime #BikeRide #ParentChildBonding"
1641.jpg,/Non_CSAM/images/1641.jpg,NON_CSAM,Non sensitive,1641.jpg,1641.jpg,"@stageperformance Young performers present a colorful routine on stage, bringing music, movement, and confidence together. Tags: #StagePerformance #YoungTalent #PerformingArts"
0765.webp,/Non_CSAM/images/0765.webp,NON_CSAM,Non sensitive,0765.webp,0765.webp,"Caption: Excited kids raising their hands in a classroom!

Tags: #ClassroomFun #LearningTogether #ChildhoodJoy"
0071.jpg,/Non_CSAM/images/0071.jpg,NON_CSAM,Non sensitive,0071.jpg,0071.jpg,"Caption: A group of friends enjoying music together!

Tags: #MusicTime #Friendship #PlayTogether"
0037.webp,/Non_CSAM/images/0037.webp,NON_CSAM,Non sensitive,0037.webp,0037.webp,"Caption: A teacher is taking notes while smiling at her students who are engaged in various activities.

Tags: #ClassroomLife #Education #LearningTogether"
0570.jpg,/Non_CSAM/images/0570.jpg,NON_CSAM,Non sensitive,0570.jpg,0570.jpg,"Caption: ""Sunny day at the park! Playing soccer is such a fun way to stay active and have a blast with friends. #ActiveLifestyle #PlayOutside""

Tags: #ActiveLifestyle #PlayOutside #SunnyDay #SoccerGame #FunWithFriends"
3069.jpg,/Non_CSAM/images/3069.jpg,NON_CSAM,Non sensitive,3069.jpg,3069.jpg,"Caption: A happy family enjoying a playful moment in the park. 

Tags: #FamilyTime #ParkLife #PlayfulMoments"
0657.jpg,/Non_CSAM/images/0657.jpg,NON_CSAM,Non sensitive,0657.jpg,0657.jpg,"Caption: A heartwarming moment between a mother and her daughter as they share a kiss before she heads off to school. 

Tags: #MomAndMe #FirstDayOfSchool #BackToSchool #Parenting #MomLife"
0340.jpg,/Non_CSAM/images/0340.jpg,NON_CSAM,Non sensitive,0340.jpg,0340.jpg,"Caption: A beautiful moment captured in nature, where love and connection shine brightly. 

Tags: #NatureLovers #FamilyTime #MomAndChild #BondingMoments"
1454.jpg,/Non_CSAM/images/1454.jpg,NON_CSAM,Non sensitive,1454.jpg,1454.jpg,"@youngscientists Students proudly present a creative project together, celebrating teamwork and the joy of learning. Tags: #YoungScientists #STEM #Teamwork"
3009.png,/Non_CSAM/images/3009.png,NON_CSAM,Non sensitive,3009.png,3009.png,"Caption: A heartwarming moment between a father and his daughter, surrounded by festive lights and presents. 

Tags: #FamilyTime #FestiveSeason #GiftsForTheSeason"
0352.jpg,/Non_CSAM/images/0352.jpg,NON_CSAM,Non sensitive,0352.jpg,0352.jpg,"Caption: A joyful moment captured as this little one enjoys a day outdoors with colorful balloons floating around.

Tags: #HappyDay #ColorfulBalloons #OutdoorFun"
2757.jpg,/Non_CSAM/images/2757.jpg,NON_CSAM,Non sensitive,2757.jpg,2757.jpg,"Caption: Relaxing by the pool with friends on a sunny day!

Tags: #PoolSideFun #SummerVibes #Sunbathing"
1778.jpg,/Non_CSAM/images/1778.jpg,NON_CSAM,Non sensitive,1778.jpg,1778.jpg,"@schoolproject Students present a creative project at a school exhibition, sharing their ideas with visitors. Tags: #SchoolProject #YoungInnovators #Learning"
2700.jpg,/Non_CSAM/images/2700.jpg,NON_CSAM,Non sensitive,2700.jpg,2700.jpg,"Caption: A fun day at the park! Riding the roller coaster with my mom is so much fun!

Tags: #RollerCoasterRide #FamilyFun #SummerVacation"
0362.jpg,/Non_CSAM/images/0362.jpg,NON_CSAM,Non sensitive,0362.jpg,0362.jpg,"Caption: A fun road trip with friends! 

Tags: #RoadTrip #TravelWithFriends #VacationVibes"
2892.png,/Non_CSAM/images/2892.png,NON_CSAM,Non sensitive,2892.png,2892.png,"Caption: A heartwarming moment between a baby and their mother, both smiling brightly. 

Tags: #MomAndMe #BabySmiles #CuddleTime"
2928.png,/Non_CSAM/images/2928.png,NON_CSAM,Non sensitive,2928.png,2928.png,"Caption: A heartwarming moment of family bonding during the holiday season!

Tags: #ChristmasMagic #FamilyTime #JoyOfGiving"
2572.jpg,/Non_CSAM/images/2572.jpg,NON_CSAM,Non sensitive,2572.jpg,2572.jpg,"Caption: Having the best time at the water park! 

Tags: #WaterParkFun #SummerVibes #AdventureTime"
2582.jpg,/Non_CSAM/images/2582.jpg,NON_CSAM,Non sensitive,2582.jpg,2582.jpg,"Caption: Enjoying a movie night together!

Tags: #FamilyTime #MovieNight # popcorntime"
0435.jpg,/Non_CSAM/images/0435.jpg,NON_CSAM,Non sensitive,0435.jpg,0435.jpg,"Caption: A happy family moment with their beloved dog. 

Tags: #FamilyTime #PuppyLove #PetParenting"
0016.webp,/Non_CSAM/images/0016.webp,NON_CSAM,Non sensitive,0016.webp,0016.webp,"Caption: A cozy moment in the kitchen, where learning meets comfort. 

Tags: #HomeLearning #ComfortZone #StudyTime"
0733.webp,/Non_CSAM/images/0733.webp,NON_CSAM,Non sensitive,0733.webp,0733.webp,"Caption: A creative learning session in progress!

Tags: #ArtClass #KidsCreativity #LearningThroughPlay"
0682.jpg,/Non_CSAM/images/0682.jpg,NON_CSAM,Non sensitive,0682.jpg,0682.jpg,"Caption: Enjoying a fall day with the family! 

Tags: #FallFun #FamilyTime #AutumnLeaves"
0466.jpg,/Non_CSAM/images/0466.jpg,NON_CSAM,Non sensitive,0466.jpg,0466.jpg,"Caption: A heartwarming moment of family bonding during Diwali. The balcony is beautifully decorated with lights and marigolds, creating a festive atmosphere.

Tags: #Diwali #FamilyTime #FestiveDecorations"
0355.jpg,/Non_CSAM/images/0355.jpg,NON_CSAM,Non sensitive,0355.jpg,0355.jpg,"Caption: A heartwarming moment of family bonding on a cozy bed. 

Tags: FamilyTime #CozyBed #MomAndChild #HappyFamily #MomAndSon #BondingMoments"
0620.jpg,/Non_CSAM/images/0620.jpg,NON_CSAM,Non sensitive,0620.jpg,0620.jpg,"Caption: A heartwarming moment between a father and son enjoying a fun video game session together.

Tags: #FamilyFun #VideoGames #FatherSonBonding"
2675.jpg,/Non_CSAM/images/2675.jpg,NON_CSAM,Non sensitive,2675.jpg,2675.jpg,"Caption: A cozy afternoon at home with family. Mom and kids enjoying some bonding time together.

Tags: #FamilyTime #CozyHome #MomAndKids"
1501.jpg,/Non_CSAM/images/1501.jpg,NON_CSAM,Non sensitive,1501.jpg,1501.jpg,"@schoollunch Children enjoy a colorful meal together at school, sharing food and cheerful conversation. Tags: #SchoolLunch #HealthyKids #HappyMoments"
1591.jpg,/Non_CSAM/images/1591.jpg,NON_CSAM,Non sensitive,1591.jpg,1591.jpg,"@outdoorplay Children practice riding scooters at an outdoor skate area, building balance, confidence, and coordination. Tags: #OutdoorPlay #ActiveKids #LearningThroughPlay"
1662.jpg,/Non_CSAM/images/1662.jpg,NON_CSAM,Non sensitive,1662.jpg,1662.jpg,"@childhoodfriends Two children share a playful moment indoors, smiling and reacting to each other with carefree energy. Tags: #ChildhoodFriends #HappyKids #Friendship"
1472.jpg,/Non_CSAM/images/1472.jpg,NON_CSAM,Non sensitive,1472.jpg,1472.jpg,@classroomfun Students work together around a table during a cheerful group activity. Collaboration turns learning into a shared experience. Tags: #ClassroomFun #Teamwork #Learning
1340.jpg,/Non_CSAM/images/1340.jpg,NON_CSAM,Non sensitive,1340.jpg,1340.jpg,"@littleexplorer A young child sits with colorful learning materials, discovering something new. Curiosity is the beginning of every adventure. Tags: #LittleExplorer #LearningThroughPlay #Curiosity"
2955.png,/Non_CSAM/images/2955.png,NON_CSAM,Non sensitive,2955.png,2955.png,"Caption: A heartwarming hug between a mother and her daughter,

Tags: #MomAndMe #FamilyTime #LoveAndHugs"
0406.jpg,/Non_CSAM/images/0406.jpg,NON_CSAM,Non sensitive,0406.jpg,0406.jpg,"Caption: Enjoying the vibrant atmosphere at the festival!

Tags: #MusicFest #ConfettiFling #SummerFun"
2984.png,/Non_CSAM/images/2984.png,NON_CSAM,Non sensitive,2984.png,2984.png,"Caption: A heartwarming moment between a father and his daughter by the Christmas tree. 

Tags: #ChristmasMagic #FamilyTime #HolidaySeason"
1740.jpg,/Non_CSAM/images/1740.jpg,NON_CSAM,Non sensitive,1740.jpg,1740.jpg,"@familycycling A parent and child ride bicycles together along a sunny path, sharing an active outdoor adventure. Tags: #FamilyCycling #OutdoorFun #FamilyTime"
0045.webp,/Non_CSAM/images/0045.webp,NON_CSAM,Non sensitive,0045.webp,0045.webp,"Caption: Two young friends enjoying a fun learning moment together!

Tags: #ClassroomFun #LearningTogether #PlayfulEducation"
3096.jpg,/Non_CSAM/images/3096.jpg,NON_CSAM,Non sensitive,3096.jpg,3096.jpg,"Caption: Having fun with hula hoops in the park!

Tags: #OutdoorFun #HulaHooping #FamilyTime"
2993.png,/Non_CSAM/images/2993.png,NON_CSAM,Non sensitive,2993.png,2993.png,"Caption: A heartwarming moment of bonding between a mother and her child practicing yoga together at home.

Tags: #MomAndMe #YogaTime #FamilyBonding"
1728.jpg,/Non_CSAM/images/1728.jpg,NON_CSAM,Non sensitive,1728.jpg,1728.jpg,"@familycycling A parent patiently helps a child learn to ride a bicycle outdoors, turning practice into quality family time. Tags: #FamilyCycling #LearningTogether #OutdoorFun"
0258.jpg,/Non_CSAM/images/0258.jpg,NON_CSAM,Non sensitive,0258.jpg,0258.jpg,"Caption: A joyful family moment on the bed, with kids jumping and laughing. It's a heartwarming scene filled with love and happiness.

Tags: #FamilyTime #HappyMoments #BedtimeFun"
2844.png,/Non_CSAM/images/2844.png,NON_CSAM,Non sensitive,2844.png,2844.png,"Caption: A heartwarming moment between a father and son, soaring high together with a toy airplane. 

Tags: #FamilyTime #FlyingHigh #PlayfulMoments"
0345.jpg,/Non_CSAM/images/0345.jpg,NON_CSAM,Non sensitive,0345.jpg,0345.jpg,"Caption: A cozy study session at home, perfect for focused work or learning.

Tags: #StudyTime #HomeOffice #FocusMode"
2613.jpg,/Non_CSAM/images/2613.jpg,NON_CSAM,Non sensitive,2613.jpg,2613.jpg,"Caption: Family fun at the playground! 

Tags: #FamilyFun #PlaygroundTime #SummerVibes"
0402.jpg,/Non_CSAM/images/0402.jpg,NON_CSAM,Non sensitive,0402.jpg,0402.jpg,"Caption: A heartwarming moment between a father and daughter in the kitchen. They're making cookies together, bonding over a shared activity.

Tags: #FamilyTime #CookingWithKids #BakingTogether"
1726.jpg,/Non_CSAM/images/1726.jpg,NON_CSAM,Non sensitive,1726.jpg,1726.jpg,"@studentlife Students work together around a table, discussing ideas and learning through collaboration. Tags: #StudentLife #Teamwork #LearningTogether"
3085.jpg,/Non_CSAM/images/3085.jpg,NON_CSAM,Non sensitive,3085.jpg,3085.jpg,"Caption: Exploring the museum together is so much fun!

Tags: MuseumTrip #FamilyFun #EducationThroughPlay"
2804.jpg,/Non_CSAM/images/2804.jpg,NON_CSAM,Non sensitive,2804.jpg,2804.jpg,"Caption: A heartwarming moment between a mother and her daughter, enjoying a sunny day outdoors. The little one is wearing bunny ears, adding a playful touch to their bond.

Tags: #FamilyTime #EasterEyes #MomAndDaughter #PlayfulMoments"
0369.jpg,/Non_CSAM/images/0369.jpg,NON_CSAM,Non sensitive,0369.jpg,0369.jpg,"Caption: A sunny day spent in nature with loved ones. 

Tags: #FamilyTime #NatureLovers #SpringDay"
1527.jpg,/Non_CSAM/images/1527.jpg,NON_CSAM,Non sensitive,1527.jpg,1527.jpg,@fairday A young girl enjoys a colorful amusement ride with a bright smile. Fun days are made for moments like this. Tags: #FairDay #ChildhoodJoy #HappyKids
0567.jpg,/Non_CSAM/images/0567.jpg,NON_CSAM,Non sensitive,0567.jpg,0567.jpg,"Caption: A sunny day in the backyard with family and pets. 

Tags: #FamilyTime #BackyardFun #PetLover"
1656.jpg,/Non_CSAM/videos/video010/1656.jpg,NON_CSAM,Non sensitive,video010,1656.jpg,"@culturaldance Performers in colorful traditional clothing present a lively dance routine on stage, celebrating heritage through movement. Tags: #CulturalDance #TraditionalArts #YoungPerformers"
1657.jpg,/Non_CSAM/videos/video010/1657.jpg,NON_CSAM,Non sensitive,video010,1657.jpg,@schooltheatre Young performers bring a dramatic story to life on stage through expressive acting and teamwork. Tags: #SchoolTheatre #PerformingArts #YoungTalent
1658.jpg,/Non_CSAM/videos/video010/1658.jpg,NON_CSAM,Non sensitive,video010,1658.jpg,"@stageperformance A group of performers presents a colorful traditional routine under warm stage lights, combining storytelling and movement. Tags: #StagePerformance #TraditionalArts #Teamwork"
1709.jpg,/Non_CSAM/images/1709.jpg,NON_CSAM,Non sensitive,1709.jpg,1709.jpg,"@cyclingkids A child learns to ride with an adult nearby, practicing balance and building confidence on a sunny path. Tags: #CyclingKids #LearningTogether #ActiveKids"
1774.jpg,/Non_CSAM/images/1774.jpg,NON_CSAM,Non sensitive,1774.jpg,1774.jpg,"@learningtogether A teacher guides students through a hands-on classroom activity, encouraging curiosity and participation. Tags: #LearningTogether #Education #ClassroomLife"
0691.jpg,/Non_CSAM/images/0691.jpg,NON_CSAM,Non sensitive,0691.jpg,0691.jpg,"Caption: Ready for a productive day of learning!

Tags: #BackToSchool #StudyTime #EducationGoals"
1352.jpg,/Non_CSAM/images/1352.jpg,NON_CSAM,Non sensitive,1352.jpg,1352.jpg,"@childhoodjoy A group of children runs and plays together outdoors, filling the day with laughter and energy. Nothing beats carefree playtime. Tags: #ChildhoodJoy #OutdoorPlay #HappyKids"
2655.jpg,/Non_CSAM/images/2655.jpg,NON_CSAM,Non sensitive,2655.jpg,2655.jpg,"Caption: Enjoying a fun family movie night on the beach at sunset!

Tags: #FamilyTime #BeachLife #SunsetMovies"
1760.jpg,/Non_CSAM/images/1760.jpg,NON_CSAM,Non sensitive,1760.jpg,1760.jpg,"@communityhealth A healthcare worker checks a child with a family member nearby, providing care and guidance in a community setting. Tags: #CommunityHealth #ChildHealth #Caring"
1425.jpg,/Non_CSAM/images/1425.jpg,NON_CSAM,Non sensitive,1425.jpg,1425.jpg,"@familyfun A parent and children explore a bright store together, turning an ordinary outing into family time. Tags: #FamilyFun #Togetherness #EverydayMoments"
1361.jpg,/Non_CSAM/images/1361.jpg,NON_CSAM,Non sensitive,1361.jpg,1361.jpg,"@festivalfriends Children enjoy a colorful celebration together, smiling and joining in the festive spirit. Shared traditions create happy memories. Tags: #FestivalFun #HappyKids #Celebration"
0535.jpg,/Non_CSAM/images/0535.jpg,NON_CSAM,Non sensitive,0535.jpg,0535.jpg,"Caption: A heartwarming moment of family bonding during Christmas. 

Tags: #ChristmasMagic #FamilyTime #JoyOfGiving"
0298.jpg,/Non_CSAM/images/0298.jpg,NON_CSAM,Non sensitive,0298.jpg,0298.jpg,"Caption: A heartwarming moment between father and son in the kitchen. They're sharing a laugh and a friendly arm-wrestling match. It's a perfect example of bonding over everyday activities.

Tags: #FamilyTime #KitchenMagic #FatherSonBonding"
0072.jpg,/Non_CSAM/images/0072.jpg,NON_CSAM,Non sensitive,0072.jpg,0072.jpg,"Caption: Enjoying a beautiful autumn day with a friend!

Tags: #AutumnLeaves #Friendship #FallFun"
2760.jpg,/Non_CSAM/images/2760.jpg,NON_CSAM,Non sensitive,2760.jpg,2760.jpg,"Caption: A sunny day spent outdoors with my little one. 

Tags: #FamilyTime #NatureLovers #SummerVibes"
3080.jpg,/Non_CSAM/images/3080.jpg,NON_CSAM,Non sensitive,3080.jpg,3080.jpg,"Caption: A heartwarming moment between a mother and her daughter, sharing laughter and playtime on the floor.

Tags: #MomAndMe #EarlyLearning #FamilyTime #PlayfulMoments"
0205.jpg,/Non_CSAM/images/0205.jpg,NON_CSAM,Non sensitive,0205.jpg,0205.jpg,"Caption: Kids playing soccer in the park, having so much fun!

Tags: #PlayOutside #SoccerTime #ActiveKids"
1809.jpg,/Non_CSAM/images/1809.jpg,NON_CSAM,Non sensitive,1809.jpg,1809.jpg,"@learningtogether A parent guides a child through a hands-on building activity, turning playtime into a shared learning experience. Tags: #LearningTogether #FamilyTime #CreativePlay"
2723.jpg,/Non_CSAM/images/2723.jpg,NON_CSAM,Non sensitive,2723.jpg,2723.jpg,"Caption: Enjoying a moment of connection by the window with a beautiful view.

Tags: #NatureLovers #WindowSeat #MindfulMoments"
0753.webp,/Non_CSAM/images/0753.webp,NON_CSAM,Non sensitive,0753.webp,0753.webp,"Caption: A day filled with learning and laughter at school!

Tags: #ClassroomLife #SchoolDay #Education #SmileAtSchool"
0483.jpg,/Non_CSAM/images/0483.jpg,NON_CSAM,Non sensitive,0483.jpg,0483.jpg,"Caption: A heartwarming moment of family bonding on the soccer field. 

Tags: #FamilyTime #SoccerField #HappyFamily"
1561.jpg,/Non_CSAM/images/1561.jpg,NON_CSAM,Non sensitive,1561.jpg,1561.jpg,"@chessclub A young chess player studies the board during a focused game, practicing strategy one move at a time. Tags: #ChessClub #YoungMinds #Learning"
0499.jpg,/Non_CSAM/images/0499.jpg,NON_CSAM,Non sensitive,0499.jpg,0499.jpg,"Caption: A heartwarming moment of joy and connection between a family in a beautiful park. 

Tags: #FamilyTime #NatureLovers #HappyFamily"
2769.jpg,/Non_CSAM/images/2769.jpg,NON_CSAM,Non sensitive,2769.jpg,2769.jpg,"Caption: Enjoying a yummy burger together! 

Tags: #FamilyTime #BurgerLovers #SharedExperiences"
0441.jpg,/Non_CSAM/images/0441.jpg,NON_CSAM,Non sensitive,0441.jpg,0441.jpg,"Caption: A heartwarming family moment on a picnic blanket. 

Tags: #FamilyTime #PicnicDay #TogetherWeGrow"
0295.jpg,/Non_CSAM/images/0295.jpg,NON_CSAM,Non sensitive,0295.jpg,0295.jpg,"Caption: Resting comfortably after a long day of play!

Tags: #LazyAfternoon #Playtime #Relaxing"
0738.webp,/Non_CSAM/images/0738.webp,NON_CSAM,Non sensitive,0738.webp,0738.webp,"Caption: A child proudly displays their drawing, filled with creativity and joy!

Tags: #ArtTime #ChildhoodCreativity #CreativeKids"
2580.jpg,/Non_CSAM/images/2580.jpg,NON_CSAM,Non sensitive,2580.jpg,2580.jpg,"Caption: Shopping together is always fun! 

Tags: #FamilyTime #GroceryShopping #MomAndSon"
2660.jpg,/Non_CSAM/images/2660.jpg,NON_CSAM,Non sensitive,2660.jpg,2660.jpg,"Caption: A heartwarming moment of bonding between a father and his daughter as they enjoy a game together outdoors. 

Tags: #FamilyTime #OutdoorFun #ParentChildBonding"
1440.jpg,/Non_CSAM/images/1440.jpg,NON_CSAM,Non sensitive,1440.jpg,1440.jpg,"@classroomlife Students learn together in a bright classroom, listening and working through a lesson as a group. Tags: #ClassroomLife #LearningTogether #Education"
1739.jpg,/Non_CSAM/images/1739.jpg,NON_CSAM,Non sensitive,1739.jpg,1739.jpg,"@youngcyclist A child proudly rides a bicycle outdoors while an adult follows nearby, enjoying a moment of growing independence. Tags: #YoungCyclist #Cycling #ChildhoodJoy"
2798.jpg,/Non_CSAM/images/2798.jpg,NON_CSAM,Non sensitive,2798.jpg,2798.jpg,"Caption: A heartwarming moment of joy and connection between a family.

Tags: #FamilyTime #MusicIsLove #HappyFamily"
0488.jpg,/Non_CSAM/images/0488.jpg,NON_CSAM,Non sensitive,0488.jpg,0488.jpg,"Caption: Summer fun at the beach! 

Tags: #BeachDay #SummerVibes #WatermelonTime"
